Date,Latitude,Longitude,DO,ClayFraction,SiltFraction,SandFraction,SoilOrganicCarbon,KarstAreaExtent,Elevation,SoilErosion,TerrainSlope,LithologicalClasses.1,LithologicalClasses.2,LithologicalClasses.3,LithologicalClasses.4,LithologicalClasses.5,LithologicalClasses.6,LithologicalClasses.7,LithologicalClasses.8,LithologicalClasses.9,LithologicalClasses.10,LithologicalClasses.11,LithologicalClasses.12,Temperature_2m,Pressure,Precipitation,Runoff,Temperature_2m_Min,Temperature_2m_Max,SolarRadiation,Precip_30d,Precip_60d,Precip_90d,Temperature_30d,Temperature_60d,Temperature_90d,WindSpeed,Forests,Grasslands,Wetlands,Croplands,UrbanAreas,Population
2001-02-05,38.96,-76.69,12,18,36,46,32,0,106,2759,18,1,0,0,0,0,0,0,0,0,0,0,0,275.075586634699,101257.83228554,18.9029618528028,1.49320414006845,273.870482325824,278.937036665659,4167375.46485261,72.191132634031,144.713084972774,186.985911240708,8238.69216386243,16413.7725012124,24777.3093559701,1.17227286459865,0.8858035977587732,0.04663521085225595,0.00451194337953406,0.0112238277794161,0.05182542023002068,28246.1940600752
2001-02-06,37.88,-77.16,12.3,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,277.736751970058,101123.751189181,0.00265526613708361,0.179627500002897,272.888258110722,284.512353863294,14131964.8506329,83.0111414059178,129.652469641865,160.368839689156,8281.95348013839,16485.2872507622,24858.1152956616,2.10027942744035,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-02-06,37.88,-77.17,12.3,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,277.736751970058,101123.751189181,0.00265526613708361,0.179627500002897,272.888258110722,284.512353863294,14131964.8506329,83.0111414059178,129.652469641865,160.368839689156,8281.95348013839,16485.2872507622,24858.1152956616,2.10027942744035,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-02-07,37.67,-78.09,12.52,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,279.710975225071,101291.438212546,0.0017216763126271,0.0708412876876268,273.911521911621,287.265453848421,13757013.2995392,74.5983404057509,127.905661639999,164.369795345836,8289.24863343012,16477.3820491826,24830.5358708348,0.194271636481828,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-02-20,37.88,-77.16,12.64,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,281.044316109122,101822.519454196,0,0.240540127210979,275.801456886002,290.972664516787,16042951.8886076,64.2828094218793,118.366375925672,180.661235544474,8326.55928239414,16530.6847167219,24820.9614154069,2.83901351112447,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-02-20,37.88,-77.17,12.6,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,281.044316109122,101822.519454196,0,0.240540127210979,275.801456886002,290.972664516787,16042951.8886076,64.2828094218793,118.366375925672,180.661235544474,8326.55928239414,16530.6847167219,24820.9614154069,2.83901351112447,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-02-20,37.67,-78.09,12.3,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,281.425341004051,101304.987002418,0,0.0923225132551061,275.90489133492,291.609747539468,15489312.0092166,55.3589079128216,111.20279204127,184.220010274349,8333.955385715,16542.3909511947,24812.451897857,2.62316722761254,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-02-22,38.96,-76.69,11.6,18,36,46,32,0,106,2759,18,1,0,0,0,0,0,0,0,0,0,0,0,271.245902588398,102401.017225662,10.1989590188061,0.177504118878285,269.83883410949,276.093045535271,3321786.65759637,50.4551796151478,115.598339143349,210.030421152456,8298.97046088596,16474.8888677913,24736.7881760803,2.04825317626224,0.8858035977587732,0.04663521085225595,0.00451194337953406,0.0112238277794161,0.05182542023002068,28246.1940600752
2001-03-05,38.96,-76.69,11.6,18,36,46,32,0,106,2759,18,1,0,0,0,0,0,0,0,0,0,0,0,275.334908266997,99852.2636504689,6.16043053236178,0.281075940651148,272.92578612866,278.679342706728,9587473.80257051,64.7818057570661,138.055480754896,209.495040380912,8314.62541858157,16550.7946345386,24730.2047666764,3.58318186842708,0.8858035977587732,0.04663521085225595,0.00451194337953406,0.0112238277794161,0.05182542023002068,28246.1940600752
2001-03-06,37.67,-78.09,13.9,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,274.064726139543,99228.275421377,0.317401291256416,0.122938287972305,270.484870875486,278.038986276372,13902016.516417,65.2968941442796,132.417698987316,185.349747901675,8375.03071848552,16658.0481512213,24848.3759536157,4.62001336005243,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-03-07,37.88,-77.17,14.3,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,276.350753006754,100327.93197109,0.0372054456155511,0.31337485283236,273.41403005093,282.18430998597,15491591.2743671,71.9596457634419,138.481744573636,185.245061672411,8362.94405851836,16642.7612257684,24846.7364365444,3.89822721821091,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-03-13,45.1,-122.82,12.3,20,43,37,45,0,269,2155,46,1,0,0,0,0,0,0,0,0,0,0,0,280.262278165664,101600.716985048,0.698418798840673,0.596136630246187,276.208283151393,285.897105674318,8314465.39126394,56.8988340509583,140.69899904803,259.853961627634,8359.1738243363,16672.1048057254,25030.3909365762,1.91879780188564,0.04233760366581698,0,0,0.9159594264631534,0.0417029698710296,20879.9105482857
2001-03-13,37.88,-77.16,11.73,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,286.623372973672,99906.6153270866,10.8401279659697,0.887631464608108,280.735786843602,293.066971172864,12508841.2955696,55.6788905398347,135.459611534538,184.85945937604,8345.81923825595,16661.2949276947,24855.9984609314,2.21574670001947,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-03-13,37.88,-77.17,11.7,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,286.623372973672,99906.6153270866,10.8401279659697,0.887631464608108,280.735786843602,293.066971172864,12508841.2955696,55.6788905398347,135.459611534538,184.85945937604,8345.81923825595,16661.2949276947,24855.9984609314,2.21574670001947,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-03-14,37.88,-97.42,11.1,22,44,35,14,0,461,2724,3,0,0,0,0,1,0,0,0,0,0,0,0,284.861639844222,95717.8039472304,0.559259909777219,0.0715051609112375,279.668671339632,292.135181804944,16750026.592718,76.6038914630227,155.399395956663,165.498767224698,8256.91492748807,16449.7610269208,24535.3043766047,3.32337321531633,1.177868193183843e-4,0.5100943304155855,0,0.2742548301009265,0.2155330526641697,98462.8456827738
2001-03-22,37.67,-78.09,8.4,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,281.473970158309,99474.9956152194,3.8616180793972,0.268530255089158,277.352874615225,288.03191456597,18619382.2534562,97.2239685037823,152.582876416604,208.426760545052,8385.28440803317,16719.2397937482,24927.6753592279,3.73468085645464,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-03-23,37.88,-77.17,9.6,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,282.643135214053,100500.802965948,0.194121614184853,0.406911893735958,277.186073090759,288.507061613059,20836465.4329114,81.7989395017912,140.672655358529,199.362664117016,8381.15738530323,16715.6033520863,24919.9093731881,3.63451531796307,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-03-26,37.88,-77.17,9.2,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,276.968041865031,101100.446881181,0.346682456470296,0.461141180388535,274.961021133616,279.744263004351,22890703.0278481,72.1301688574669,142.671256705571,201.360862773758,8396.78458892348,16741.510770604,24956.0432947016,1.65073859107252,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-03-30,37.67,-78.09,12,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,282.86340923573,99687.3444317936,18.9398730655911,6.03439768750547,277.335028652771,293.210949735158,18924694.359447,106.161865435199,170.042808058586,228.731379314062,8384.49243484005,16758.6568817045,24994.5369213151,1.36674884426971,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-04-02,37.88,-77.16,10.42,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,281.369616564014,100796.872093799,0.178286999052684,0.688046216964722,277.382867431641,286.747227072414,18360110.7037975,115.751214597048,179.671819919567,246.479544729807,8393.13553371317,16751.7888968906,25011.6120933289,2.19578622804517,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-04-02,37.88,-77.17,10.4,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,281.369616564014,100796.872093799,0.178286999052684,0.688046216964722,277.382867431641,286.747227072414,18360110.7037975,115.751214597048,179.671819919567,246.479544729807,8393.13553371317,16751.7888968906,25011.6120933289,2.19578622804517,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-04-10,45.1,-122.82,11.7,20,43,37,45,0,269,2155,46,1,0,0,0,0,0,0,0,0,0,0,0,279.39987657209,101191.643612773,7.5056882373894,1.16131330068227,277.604014797282,284.47228147372,6038922.57249071,114.190534408744,173.780238794172,259.419280836891,8405.70959713497,16755.3891368852,25076.337686664,2.31648021742044,0.04233760366581698,0,0,0.9159594264631534,0.0417029698710296,20879.9105482857
2001-04-10,37.88,-77.16,8.56,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,292.310468520796,100779.128747198,0.0232750101479758,0.762184473532665,289.101542914668,297.182172442086,18153205.6101266,106.912853379647,163.671385378333,242.373735669618,8463.61912821523,16820.9341958156,25115.5491862005,0.65761167447933,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-04-10,37.88,-77.17,8.6,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,292.310468520796,100779.128747198,0.0232750101479758,0.762184473532665,289.101542914668,297.182172442086,18153205.6101266,106.912853379647,163.671385378333,242.373735669618,8463.61912821523,16820.9341958156,25115.5491862005,0.65761167447933,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-04-11,37.67,-78.09,9.1,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,286.409343980241,100898.365684404,11.6003346951326,0.645920977614442,284.221471689813,291.088552237656,3947024.16589862,123.181022646387,182.608673339197,253.179845776842,8483.06037033831,16845.2259586293,25156.1800923326,1.36781289869279,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-04-13,37.88,-77.16,8.26,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,293.085886923875,100806.402144729,9.15341912628615,1.26574910894225,289.223317979257,296.494119880773,10457146.8253165,108.940816012112,174.508513708772,254.222869337956,8486.39457234848,16843.0628173341,25156.9664605587,2.0780038459133,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-04-13,37.88,-77.17,8.3,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,293.085886923875,100806.402144729,9.15341912628615,1.26574910894225,289.223317979257,296.494119880773,10457146.8253165,108.940816012112,174.508513708772,254.222869337956,8486.39457234848,16843.0628173341,25156.9664605587,2.0780038459133,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-04-13,37.88,-97.42,8.2,22,44,35,14,0,461,2724,3,0,0,0,0,1,0,0,0,0,0,0,0,286.298080704696,96780.0647384395,0.155511096657799,0.10843456893805,278.760603225688,293.454458763294,23523366.6235139,94.1577585673383,170.761650030361,249.557154524001,8503.23486870262,16760.1497961907,24952.9958956234,2.24757599954176,1.177868193183843e-4,0.5100943304155855,0,0.2742548301009265,0.2155330526641697,98462.8456827738
2001-04-24,37.88,-77.16,8.11,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,294.976690050922,101075.192544749,0.92356453957768,0.695168896566464,290.694716055182,301.132716891132,23150967.4683544,82.6191415258286,155.374176479932,225.037933074575,8552.68113139975,16942.894377453,25289.888844422,3.04935003960983,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-04-24,37.88,-77.17,8.1,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,294.976690050922,101075.192544749,0.92356453957768,0.695168896566464,290.694716055182,301.132716891132,23150967.4683544,82.6191415258286,155.374176479932,225.037933074575,8552.68113139975,16942.894377453,25289.888844422,3.04935003960983,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-04-26,37.88,-97.42,12.9,22,44,35,14,0,461,2724,3,0,0,0,0,1,0,0,0,0,0,0,0,291.001067534043,97041.501532571,4.3511380454219e-4,0.117911549981393,284.708069210481,299.220929567849,26288140.9273448,89.1234096091446,166.4729045635,286.589666034335,8605.42049844272,16937.6049196805,25144.2580664352,2.88310032754091,1.177868193183843e-4,0.5100943304155855,0,0.2742548301009265,0.2155330526641697,98462.8456827738
2001-05-02,37.67,-78.09,11.195,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,293.60677488828,100868.572683402,0.00623038147924712,0.344117081934406,286.76663531466,300.696355441748,23297157.4654378,33.1929288621784,164.052716399662,220.85329128534,8643.76250430223,17036.6220711358,25404.5593915638,1.37444891499414,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-05-08,45.1,-122.82,10.1,20,43,37,45,0,269,2155,46,1,0,0,0,0,0,0,0,0,0,0,0,287.012586997787,101627.081644013,0.00614027018329519,1.12259110996714,280.999528679263,295.61222323166,20762102.66171,86.6048912581659,200.454183661186,257.035625405718,8475.09543851169,16885.5912951076,25223.180209057,1.52231633426564,0.04233760366581698,0,0,0.9159594264631534,0.0417029698710296,20879.9105482857
2001-05-08,37.88,-77.16,9.48,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,287.721203001642,102320.792843486,0.0012849289987571,0.552814293511306,282.218148108374,294.678275579139,27860508.3139241,47.727405854038,155.786507127812,211.288762033481,8678.55270697388,17111.9854894009,25474.3406718996,1.35096172008123,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-05-08,37.88,-77.17,9.5,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,287.721203001642,102320.792843486,0.0012849289987571,0.552814293511306,282.218148108374,294.678275579139,27860508.3139241,47.727405854038,155.786507127812,211.288762033481,8678.55270697388,17111.9854894009,25474.3406718996,1.35096172008123,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-05-08,37.88,-97.42,6.9,22,44,35,14,0,461,2724,3,0,0,0,0,1,0,0,0,0,0,0,0,289.916253715189,97442.586627243,0.0012849289987571,0.118344825356608,283.444079763193,296.26146547829,28768164.4782034,123.580037720587,215.988778614418,311.256988395365,8694.65020377874,17150.936397314,25366.5815249006,2.36843782407057,1.177868193183843e-4,0.5100943304155855,0,0.2742548301009265,0.2155330526641697,98462.8456827738
2001-05-22,38.96,-76.69,8.4,18,36,46,32,0,106,2759,18,1,0,0,0,0,0,0,0,0,0,0,0,292.927801328271,100476.968510842,10.8009729525372,0.676753907517241,289.147340009002,298.899822243758,17684770.2040816,58.8475883463089,136.882709798573,214.002479511852,8710.0751442711,17198.3760664299,25532.3069388937,0.863404038075958,0.8858035977587732,0.04663521085225595,0.00451194337953406,0.0112238277794161,0.05182542023002068,28246.1940600752
2001-05-22,37.88,-77.16,8.41,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,295.403837480827,100329.435670491,6.7060032222276,0.524097605596615,292.692887743214,301.336287293253,18931424.1113924,45.0547327167449,129.420880075159,211.21981957695,8715.15860173044,17245.5166067048,25626.673992008,2.23951592108548,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-05-22,37.88,-77.17,8.4,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,295.403837480827,100329.435670491,6.7060032222276,0.524097605596615,292.692887743214,301.336287293253,18931424.1113924,45.0547327167449,129.420880075159,211.21981957695,8715.15860173044,17245.5166067048,25626.673992008,2.23951592108548,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-05-23,38.96,-76.69,7.2,18,36,46,32,0,106,2759,18,1,0,0,0,0,0,0,0,0,0,0,0,291.825864274305,100564.09552228,14.2460217078527,2.41151830506703,287.701825269496,295.555245708716,28878947.1020408,68.8105652982859,146.65789664061,223.968574096839,8709.74334956549,17209.5636241117,25544.5460039529,1.73670245041141,0.8858035977587732,0.04663521085225595,0.00451194337953406,0.0112238277794161,0.05182542023002068,28246.1940600752
2001-05-23,37.67,-78.09,7.21,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,291.837890290994,100015.290564096,5.02773068742269,0.489473136888671,286.602485340312,296.015861616706,28915844.0368664,45.8296598421228,119.713853383449,220.811110920607,8722.4949238597,17276.6279626222,25659.6543582061,1.06562755882897,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-05-24,37.67,-78.09,7.880000000000001,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,292.265220290505,100209.502121136,0,0.248731041009525,285.189778059858,299.199221000144,27075250.9308756,52.2304934678977,125.664190777811,215.697821824046,8719.29878002231,17284.5632593299,25678.315789731,1.2321282327591,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-05-25,37.88,-77.16,7.71,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,293.188287702794,101020.437075999,2.98118059393726,0.443401668645159,288.615741468985,299.379958295219,23521415.8379747,56.1964558110568,139.760481409406,211.890650266873,8711.55942342424,17279.9538106286,25676.7383995521,2.60521309849991,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-05-25,37.88,-77.17,7.7,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,293.188287702794,101020.437075999,2.98118059393726,0.443401668645159,288.615741468985,299.379958295219,23521415.8379747,56.1964558110568,139.760481409406,211.890650266873,8711.55942342424,17279.9538106286,25676.7383995521,2.60521309849991,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-05-26,38.96,-76.69,8.3,18,36,46,32,0,106,2759,18,1,0,0,0,0,0,0,0,0,0,0,0,290.045513516381,101223.969231638,28.9013316638517,2.34178171541685,288.692778918208,292.133521635786,6252163.97278912,83.1871418036029,161.432226151606,227.47943547624,8711.34158826613,17250.6491090958,25604.9287748849,2.47261581494392,0.8858035977587732,0.04663521085225595,0.00451194337953406,0.0112238277794161,0.05182542023002068,28246.1940600752
2001-05-29,37.88,-77.16,7.87,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,292.151848615172,100693.408009049,0.265966751714178,0.389274803898003,288.109028297135,296.424045417882,20709350.7443038,103.130106511348,176.871712089078,261.79928730591803,8734.3786914755,17344.2009437843,25726.4375053201,1.06750767389886,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-05-29,37.88,-77.17,7.9,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,292.151848615172,100693.408009049,0.265966751714178,0.389274803898003,288.109028297135,296.424045417882,20709350.7443038,103.130106511348,176.871712089078,261.79928730591803,8734.3786914755,17344.2009437843,25726.4375053201,1.06750767389886,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-05-29,37.67,-78.09,9.515,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,292.201788256245,100221.387540053,0.288361036089812,0.233520972563924,288.284673910537,296.972125040221,21655266.9308756,78.7973056031871,138.151935370614,244.313800805813,8737.11518139407,17360.3907142967,25744.8831491368,0.95206801814485,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
2001-06-04,37.88,-97.42,7.2,22,44,35,14,0,461,2724,3,0,0,0,0,1,0,0,0,0,0,0,0,293.850444165477,95358.6513927734,4.52104106128664,0.399797406820199,286.496305196099,303.002121898898,20547238.6050198,168.603881649371,276.595518787201,367.031844799179,8767.85311676741,17468.4304057348,25875.6372673618,2.79377417337441,1.177868193183843e-4,0.5100943304155855,0,0.2742548301009265,0.2155330526641697,98462.8456827738
2001-06-05,38.96,-76.69,8.4,18,36,46,32,0,106,2759,18,1,0,0,0,0,0,0,0,0,0,0,0,293.043210485895,101248.441845814,19.8039748151276,2.95641176960095,288.98110148804,298.240391945352,23759593.4784581,160.215662208894,200.165149767109,288.1031578529,8717.2096855945,17364.6474118049,25736.6855826807,0.290174188090241,0.8858035977587732,0.04663521085225595,0.00451194337953406,0.0112238277794161,0.05182542023002068,28246.1940600752
2001-06-05,37.88,-77.16,7.75,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,294.190772289164,101082.022374819,5.21846519523859,0.430309319797951,290.404738530026,299.359643168389,21521923.6962025,125.022144179116,172.774204023059,280.823704587627,8733.73494793006,17414.7778977811,25822.7280973792,0.398307010227878,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-06-05,37.88,-77.17,7.8,18,36,47,29,0,69,496,14,1,0,0,0,0,0,0,0,0,0,0,0,294.190772289164,101082.022374819,5.21846519523859,0.430309319797951,290.404738530026,299.359643168389,21521923.6962025,125.022144179116,172.774204023059,280.823704587627,8733.73494793006,17414.7778977811,25822.7280973792,0.398307010227878,0.9148069159875084,0.00403686495544214,0,0.08115621905704937,0,1772.34146202534
2001-06-05,37.67,-78.09,9.775,20,37,42,48,20,423,1176,74,0,0,0,0,0,0,0,0,1,0,0,0,294.068425930041,100593.581004434,1.92030777334147,0.22987496056315,290.208207794049,299.582617764099,20755697.0691244,106.083445046735,141.694698273295,265.16128725123,8733.76562843674,17430.2390957084,25837.4742064234,0.510903489244749,0.982641920757614,0.00852081270034751,0.00376228456232675,0.00507498197971179,0,2550.7913700576
